,path,emotion
2687,data/training\Actor_26\26_01_01_01_talk_ps.wav,ps
2688,data/training\Actor_26\26_01_01_01_tape_ps.wav,ps
2689,data/training\Actor_26\26_01_01_01_team_ps.wav,ps
2690,data/training\Actor_26\26_01_01_01_tell_ps.wav,ps
2691,data/training\Actor_26\26_01_01_01_thin_ps.wav,ps
2692,data/training\Actor_26\26_01_01_01_third_ps.wav,ps
2693,data/training\Actor_26\26_01_01_01_thought_ps.wav,ps
2694,data/training\Actor_26\26_01_01_01_thumb_ps.wav,ps
2695,data/training\Actor_26\26_01_01_01_time_ps.wav,ps
2696,data/training\Actor_26\26_01_01_01_tip_ps.wav,ps
2697,data/training\Actor_26\26_01_01_01_tire_ps.wav,ps
2698,data/training\Actor_26\26_01_01_01_ton_ps.wav,ps
2699,data/training\Actor_26\26_01_01_01_tool_ps.wav,ps
2700,data/training\Actor_26\26_01_01_01_tough_ps.wav,ps
2701,data/training\Actor_26\26_01_01_01_turn_ps.wav,ps
2702,data/training\Actor_26\26_01_01_01_vine_ps.wav,ps
2703,data/training\Actor_26\26_01_01_01_voice_ps.wav,ps
2704,data/training\Actor_26\26_01_01_01_void_ps.wav,ps
2705,data/training\Actor_26\26_01_01_01_vote_ps.wav,ps
2706,data/training\Actor_26\26_01_01_01_wag_ps.wav,ps
2707,data/training\Actor_26\26_01_01_01_walk_ps.wav,ps
2708,data/training\Actor_26\26_01_01_01_wash_ps.wav,ps
2709,data/training\Actor_26\26_01_01_01_week_ps.wav,ps
2710,data/training\Actor_26\26_01_01_01_wheat_ps.wav,ps
2711,data/training\Actor_26\26_01_01_01_when_ps.wav,ps
2712,data/training\Actor_26\26_01_01_01_which_ps.wav,ps
2713,data/training\Actor_26\26_01_01_01_whip_ps.wav,ps
2714,data/training\Actor_26\26_01_01_01_white_ps.wav,ps
2715,data/training\Actor_26\26_01_01_01_wife_ps.wav,ps
2716,data/training\Actor_26\26_01_01_01_wire_ps.wav,ps
2717,data/training\Actor_26\26_01_01_01_witch_ps.wav,ps
2718,data/training\Actor_26\26_01_01_01_yearn_ps.wav,ps
2719,data/training\Actor_26\26_01_01_01_yes_ps.wav,ps
2720,data/training\Actor_26\26_01_01_01_young_ps.wav,ps
2721,data/training\Actor_26\26_01_01_01_youth_ps.wav,ps
2722,data/training\Actor_01\01_01_01_01_kids-talking_happy.wav,happy
2723,data/training\Actor_01\01_01_01_02_dogs-sitting_happy.wav,happy
2724,data/training\Actor_01\01_01_01_02_kids-talking_happy.wav,happy
2725,data/training\Actor_01\01_01_02_01_dogs-sitting_happy.wav,happy
2726,data/training\Actor_01\01_01_02_01_kids-talking_happy.wav,happy
2727,data/training\Actor_01\01_01_02_02_dogs-sitting_happy.wav,happy
2728,data/training\Actor_01\01_01_02_02_kids-talking_happy.wav,happy
2729,data/training\Actor_01\01_02_01_01_dogs-sitting_happy.wav,happy
2730,data/training\Actor_01\01_02_01_01_kids-talking_happy.wav,happy
2731,data/training\Actor_01\01_02_01_02_dogs-sitting_happy.wav,happy
2732,data/training\Actor_01\01_02_01_02_kids-talking_happy.wav,happy
2733,data/training\Actor_01\01_02_02_01_dogs-sitting_happy.wav,happy
2734,data/training\Actor_01\01_02_02_01_kids-talking_happy.wav,happy
2735,data/training\Actor_01\01_02_02_02_dogs-sitting_happy.wav,happy
2736,data/training\Actor_01\01_02_02_02_kids-talking_happy.wav,happy
2737,data/training\Actor_01\03-02-03-01-01-01-01_happy.wav,happy
2738,data/training\Actor_01\03-02-03-01-01-02-01_happy.wav,happy
2739,data/training\Actor_01\03-02-03-01-02-01-01_happy.wav,happy
2740,data/training\Actor_01\03-02-03-01-02-02-01_happy.wav,happy
2741,data/training\Actor_01\03-02-03-02-01-01-01_happy.wav,happy
2742,data/training\Actor_01\03-02-03-02-01-02-01_happy.wav,happy
2743,data/training\Actor_01\03-02-03-02-02-01-01_happy.wav,happy
2744,data/training\Actor_01\03-02-03-02-02-02-01_happy.wav,happy
2745,data/training\Actor_02\02_01_01_01_dogs-sitting_happy.wav,happy
2746,data/training\Actor_02\02_01_01_01_kids-talking_happy.wav,happy
2747,data/training\Actor_02\02_01_01_02_dogs-sitting_happy.wav,happy
2748,data/training\Actor_02\02_01_01_02_kids-talking_happy.wav,happy
2749,data/training\Actor_02\02_01_02_01_dogs-sitting_happy.wav,happy
2750,data/training\Actor_02\02_01_02_01_kids-talking_happy.wav,happy
2751,data/training\Actor_02\02_01_02_02_dogs-sitting_happy.wav,happy
2752,data/training\Actor_02\02_01_02_02_kids-talking_happy.wav,happy
2753,data/training\Actor_02\02_02_01_01_dogs-sitting_happy.wav,happy
2754,data/training\Actor_02\02_02_01_01_kids-talking_happy.wav,happy
2755,data/training\Actor_02\02_02_01_02_dogs-sitting_happy.wav,happy
2756,data/training\Actor_02\02_02_01_02_kids-talking_happy.wav,happy
2757,data/training\Actor_02\02_02_02_01_dogs-sitting_happy.wav,happy
2758,data/training\Actor_02\02_02_02_01_kids-talking_happy.wav,happy
2759,data/training\Actor_02\02_02_02_02_dogs-sitting_happy.wav,happy
2760,data/training\Actor_02\02_02_02_02_kids-talking_happy.wav,happy
2761,data/training\Actor_02\03-02-03-01-01-01-02_happy.wav,happy
2762,data/training\Actor_02\03-02-03-01-01-02-02_happy.wav,happy
2763,data/training\Actor_02\03-02-03-01-02-01-02_happy.wav,happy
2764,data/training\Actor_02\03-02-03-01-02-02-02_happy.wav,happy
2765,data/training\Actor_02\03-02-03-02-01-01-02_happy.wav,happy
2766,data/training\Actor_02\03-02-03-02-01-02-02_happy.wav,happy
2767,data/training\Actor_02\03-02-03-02-02-01-02_happy.wav,happy
2768,data/training\Actor_02\03-02-03-02-02-02-02_happy.wav,happy
2769,data/training\Actor_03\03-02-03-01-01-01-03_happy.wav,happy
2770,data/training\Actor_03\03-02-03-01-01-02-03_happy.wav,happy
2771,data/training\Actor_03\03-02-03-01-02-01-03_happy.wav,happy
2772,data/training\Actor_03\03-02-03-01-02-02-03_happy.wav,happy
2773,data/training\Actor_03\03-02-03-02-01-01-03_happy.wav,happy
2774,data/training\Actor_03\03-02-03-02-01-02-03_happy.wav,happy
2775,data/training\Actor_03\03-02-03-02-02-01-03_happy.wav,happy
2776,data/training\Actor_03\03-02-03-02-02-02-03_happy.wav,happy
2777,data/training\Actor_03\03_01_01_01_dogs-sitting_happy.wav,happy
2778,data/training\Actor_03\03_01_01_01_kids-talking_happy.wav,happy
2779,data/training\Actor_03\03_01_01_02_dogs-sitting_happy.wav,happy
2780,data/training\Actor_03\03_01_01_02_kids-talking_happy.wav,happy
2781,data/training\Actor_03\03_01_02_01_dogs-sitting_happy.wav,happy
2782,data/training\Actor_03\03_01_02_01_kids-talking_happy.wav,happy
2783,data/training\Actor_03\03_01_02_02_dogs-sitting_happy.wav,happy
2784,data/training\Actor_03\03_01_02_02_kids-talking_happy.wav,happy
2785,data/training\Actor_03\03_02_01_01_dogs-sitting_happy.wav,happy
2786,data/training\Actor_03\03_02_01_01_kids-talking_happy.wav,happy
2787,data/training\Actor_03\03_02_01_02_dogs-sitting_happy.wav,happy
2788,data/training\Actor_03\03_02_01_02_kids-talking_happy.wav,happy
2789,data/training\Actor_03\03_02_02_01_dogs-sitting_happy.wav,happy
2790,data/training\Actor_03\03_02_02_01_kids-talking_happy.wav,happy
2791,data/training\Actor_03\03_02_02_02_dogs-sitting_happy.wav,happy
2792,data/training\Actor_03\03_02_02_02_kids-talking_happy.wav,happy
2793,data/training\Actor_04\03-02-03-01-01-01-04_happy.wav,happy
2794,data/training\Actor_04\03-02-03-01-01-02-04_happy.wav,happy
2795,data/training\Actor_04\03-02-03-01-02-01-04_happy.wav,happy
2796,data/training\Actor_04\03-02-03-01-02-02-04_happy.wav,happy
2797,data/training\Actor_04\03-02-03-02-01-01-04_happy.wav,happy
2798,data/training\Actor_04\03-02-03-02-01-02-04_happy.wav,happy
2799,data/training\Actor_04\03-02-03-02-02-01-04_happy.wav,happy
2800,data/training\Actor_04\03-02-03-02-02-02-04_happy.wav,happy
2801,data/training\Actor_04\04_01_01_01_dogs-sitting_happy.wav,happy
2802,data/training\Actor_04\04_01_01_01_kids-talking_happy.wav,happy
2803,data/training\Actor_04\04_01_01_02_dogs-sitting_happy.wav,happy
2804,data/training\Actor_04\04_01_01_02_kids-talking_happy.wav,happy
2805,data/training\Actor_04\04_01_02_01_dogs-sitting_happy.wav,happy
2806,data/training\Actor_04\04_01_02_01_kids-talking_happy.wav,happy
2807,data/training\Actor_04\04_01_02_02_dogs-sitting_happy.wav,happy
2808,data/training\Actor_04\04_01_02_02_kids-talking_happy.wav,happy
2809,data/training\Actor_04\04_02_01_01_dogs-sitting_happy.wav,happy
2810,data/training\Actor_04\04_02_01_01_kids-talking_happy.wav,happy
2811,data/training\Actor_04\04_02_01_02_dogs-sitting_happy.wav,happy
2812,data/training\Actor_04\04_02_01_02_kids-talking_happy.wav,happy
2813,data/training\Actor_04\04_02_02_01_dogs-sitting_happy.wav,happy
2814,data/training\Actor_04\04_02_02_01_kids-talking_happy.wav,happy
2815,data/training\Actor_04\04_02_02_02_dogs-sitting_happy.wav,happy
2816,data/training\Actor_04\04_02_02_02_kids-talking_happy.wav,happy
2817,data/training\Actor_05\03-02-03-01-01-01-05_happy.wav,happy
2818,data/training\Actor_05\03-02-03-01-01-02-05_happy.wav,happy
2819,data/training\Actor_05\03-02-03-01-02-01-05_happy.wav,happy
2820,data/training\Actor_05\03-02-03-01-02-02-05_happy.wav,happy
2821,data/training\Actor_05\03-02-03-02-01-01-05_happy.wav,happy
2822,data/training\Actor_05\03-02-03-02-01-02-05_happy.wav,happy
2823,data/training\Actor_05\03-02-03-02-02-01-05_happy.wav,happy
2824,data/training\Actor_05\03-02-03-02-02-02-05_happy.wav,happy
2825,data/training\Actor_05\05_01_02_01_dogs-sitting_happy.wav,happy
2826,data/training\Actor_05\05_01_02_01_kids-talking_happy.wav,happy
2827,data/training\Actor_05\05_01_02_02_dogs-sitting_happy.wav,happy
2828,data/training\Actor_05\05_01_02_02_kids-talking_happy.wav,happy
2829,data/training\Actor_05\05_02_01_01_dogs-sitting_happy.wav,happy
2830,data/training\Actor_05\05_02_01_01_kids-talking_happy.wav,happy
2831,data/training\Actor_05\05_02_01_02_dogs-sitting_happy.wav,happy
2832,data/training\Actor_05\05_02_01_02_kids-talking_happy.wav,happy
2833,data/training\Actor_05\05_02_02_01_dogs-sitting_happy.wav,happy
2834,data/training\Actor_05\05_02_02_01_kids-talking_happy.wav,happy
2835,data/training\Actor_05\05_02_02_02_dogs-sitting_happy.wav,happy
2836,data/training\Actor_05\05_02_02_02_kids-talking_happy.wav,happy
2837,data/training\Actor_06\03-02-03-01-01-01-06_happy.wav,happy
2838,data/training\Actor_06\03-02-03-01-01-02-06_happy.wav,happy
2839,data/training\Actor_06\03-02-03-01-02-01-06_happy.wav,happy
2840,data/training\Actor_06\03-02-03-01-02-02-06_happy.wav,happy
2841,data/training\Actor_06\03-02-03-02-01-01-06_happy.wav,happy
2842,data/training\Actor_06\03-02-03-02-01-02-06_happy.wav,happy
2843,data/training\Actor_06\03-02-03-02-02-01-06_happy.wav,happy
2844,data/training\Actor_06\03-02-03-02-02-02-06_happy.wav,happy
2845,data/training\Actor_06\06_01_01_01_dogs-sitting_happy.wav,happy
2846,data/training\Actor_06\06_01_01_01_kids-talking_happy.wav,happy
2847,data/training\Actor_06\06_01_01_02_kids-talking_happy.wav,happy
2848,data/training\Actor_06\06_01_02_01_dogs-sitting_happy.wav,happy
2849,data/training\Actor_06\06_01_02_01_kids-talking_happy.wav,happy
2850,data/training\Actor_06\06_01_02_02_dogs-sitting_happy.wav,happy
2851,data/training\Actor_06\06_01_02_02_kids-talking_happy.wav,happy
2852,data/training\Actor_06\06_02_01_01_dogs-sitting_happy.wav,happy
2853,data/training\Actor_06\06_02_01_01_kids-talking_happy.wav,happy
2854,data/training\Actor_06\06_02_01_02_dogs-sitting_happy.wav,happy
2855,data/training\Actor_06\06_02_01_02_kids-talking_happy.wav,happy
2856,data/training\Actor_06\06_02_02_01_dogs-sitting_happy.wav,happy
2857,data/training\Actor_06\06_02_02_01_kids-talking_happy.wav,happy
2858,data/training\Actor_06\06_02_02_02_dogs-sitting_happy.wav,happy
2859,data/training\Actor_06\06_02_02_02_kids-talking_happy.wav,happy
2860,data/training\Actor_07\07_01_01_01_dogs-sitting_happy.wav,happy
2861,data/training\Actor_07\07_01_01_01_kids-talking_happy.wav,happy
2862,data/training\Actor_07\07_01_01_02_dogs-sitting_happy.wav,happy
2863,data/training\Actor_07\07_01_01_02_kids-talking_happy.wav,happy
2864,data/training\Actor_07\07_01_02_01_dogs-sitting_happy.wav,happy
2865,data/training\Actor_07\07_01_02_01_kids-talking_happy.wav,happy
2866,data/training\Actor_07\07_01_02_02_dogs-sitting_happy.wav,happy
2867,data/training\Actor_07\07_01_02_02_kids-talking_happy.wav,happy
2868,data/training\Actor_07\07_02_01_01_dogs-sitting_happy.wav,happy
2869,data/training\Actor_07\07_02_01_01_kids-talking_happy.wav,happy
2870,data/training\Actor_07\07_02_01_02_dogs-sitting_happy.wav,happy
2871,data/training\Actor_07\07_02_01_02_kids-talking_happy.wav,happy
2872,data/training\Actor_07\07_02_02_01_dogs-sitting_happy.wav,happy
2873,data/training\Actor_07\07_02_02_01_kids-talking_happy.wav,happy
2874,data/training\Actor_07\07_02_02_02_dogs-sitting_happy.wav,happy
2875,data/training\Actor_07\07_02_02_02_kids-talking_happy.wav,happy
2876,data/training\Actor_08\08_01_01_01_dogs-sitting_happy.wav,happy
2877,data/training\Actor_08\08_01_01_01_kids-talking_happy.wav,happy
2878,data/training\Actor_08\08_01_01_02_dogs-sitting_happy.wav,happy
2879,data/training\Actor_08\08_01_01_02_kids-talking_happy.wav,happy
2880,data/training\Actor_08\08_01_02_01_dogs-sitting_happy.wav,happy
2881,data/training\Actor_08\08_01_02_01_kids-talking_happy.wav,happy
2882,data/training\Actor_08\08_01_02_02_dogs-sitting_happy.wav,happy
2883,data/training\Actor_08\08_01_02_02_kids-talking_happy.wav,happy
2884,data/training\Actor_08\08_02_01_01_dogs-sitting_happy.wav,happy
2885,data/training\Actor_08\08_02_01_01_kids-talking_happy.wav,happy
2886,data/training\Actor_08\08_02_01_02_dogs-sitting_happy.wav,happy
2887,data/training\Actor_08\08_02_01_02_kids-talking_happy.wav,happy
2888,data/training\Actor_08\08_02_02_01_dogs-sitting_happy.wav,happy
2889,data/training\Actor_08\08_02_02_01_kids-talking_happy.wav,happy
2890,data/training\Actor_08\08_02_02_02_dogs-sitting_happy.wav,happy
2891,data/training\Actor_08\08_02_02_02_kids-talking_happy.wav,happy
2892,data/training\Actor_09\09_01_01_01_dogs-sitting_happy.wav,happy
2893,data/training\Actor_09\09_01_01_01_kids-talking_happy.wav,happy
2894,data/training\Actor_09\09_01_01_02_dogs-sitting_happy.wav,happy
2895,data/training\Actor_09\09_01_01_02_kids-talking_happy.wav,happy
2896,data/training\Actor_09\09_01_02_01_dogs-sitting_happy.wav,happy
2897,data/training\Actor_09\09_01_02_01_kids-talking_happy.wav,happy
2898,data/training\Actor_09\09_01_02_02_dogs-sitting_happy.wav,happy
2899,data/training\Actor_09\09_01_02_02_kids-talking_happy.wav,happy
2900,data/training\Actor_09\09_02_01_01_dogs-sitting_happy.wav,happy
2901,data/training\Actor_09\09_02_01_01_kids-talking_happy.wav,happy
2902,data/training\Actor_09\09_02_01_02_dogs-sitting_happy.wav,happy
2903,data/training\Actor_09\09_02_01_02_kids-talking_happy.wav,happy
2904,data/training\Actor_09\09_02_02_01_dogs-sitting_happy.wav,happy
2905,data/training\Actor_09\09_02_02_01_kids-talking_happy.wav,happy
2906,data/training\Actor_09\09_02_02_02_dogs-sitting_happy.wav,happy
2907,data/training\Actor_09\09_02_02_02_kids-talking_happy.wav,happy
2908,data/training\Actor_10\10_01_01_01_dogs-sitting_happy.wav,happy
2909,data/training\Actor_10\10_01_01_01_kids-talking_happy.wav,happy
2910,data/training\Actor_10\10_01_01_02_dogs-sitting_happy.wav,happy
2911,data/training\Actor_10\10_01_01_02_kids-talking_happy.wav,happy
2912,data/training\Actor_10\10_01_02_01_dogs-sitting_happy.wav,happy
2913,data/training\Actor_10\10_01_02_01_kids-talking_happy.wav,happy
2914,data/training\Actor_10\10_01_02_02_dogs-sitting_happy.wav,happy
2915,data/training\Actor_10\10_01_02_02_kids-talking_happy.wav,happy
2916,data/training\Actor_10\10_02_01_01_dogs-sitting_happy.wav,happy
2917,data/training\Actor_10\10_02_01_01_kids-talking_happy.wav,happy
2918,data/training\Actor_10\10_02_01_02_dogs-sitting_happy.wav,happy
2919,data/training\Actor_10\10_02_01_02_kids-talking_happy.wav,happy
2920,data/training\Actor_10\10_02_02_01_dogs-sitting_happy.wav,happy
2921,data/training\Actor_10\10_02_02_01_kids-talking_happy.wav,happy
2922,data/training\Actor_10\10_02_02_02_dogs-sitting_happy.wav,happy
2923,data/training\Actor_10\10_02_02_02_kids-talking_happy.wav,happy
2924,data/training\Actor_11\03-02-03-01-01-01-11_happy.wav,happy
2925,data/training\Actor_11\03-02-03-01-01-02-11_happy.wav,happy
2926,data/training\Actor_11\03-02-03-01-02-01-11_happy.wav,happy
2927,data/training\Actor_11\03-02-03-01-02-02-11_happy.wav,happy
2928,data/training\Actor_11\03-02-03-02-01-01-11_happy.wav,happy
2929,data/training\Actor_11\03-02-03-02-01-02-11_happy.wav,happy
2930,data/training\Actor_11\03-02-03-02-02-01-11_happy.wav,happy
2931,data/training\Actor_11\03-02-03-02-02-02-11_happy.wav,happy
2932,data/training\Actor_11\11_01_01_01_dogs-sitting_happy.wav,happy
2933,data/training\Actor_11\11_01_01_01_kids-talking_happy.wav,happy
2934,data/training\Actor_11\11_01_01_02_dogs-sitting_happy.wav,happy
2935,data/training\Actor_11\11_01_01_02_kids-talking_happy.wav,happy
2936,data/training\Actor_11\11_01_02_01_dogs-sitting_happy.wav,happy
2937,data/training\Actor_11\11_01_02_01_kids-talking_happy.wav,happy
2938,data/training\Actor_11\11_01_02_02_dogs-sitting_happy.wav,happy
2939,data/training\Actor_11\11_01_02_02_kids-talking_happy.wav,happy
2940,data/training\Actor_11\11_02_01_01_dogs-sitting_happy.wav,happy
2941,data/training\Actor_11\11_02_01_01_kids-talking_happy.wav,happy
2942,data/training\Actor_11\11_02_01_02_dogs-sitting_happy.wav,happy
2943,data/training\Actor_11\11_02_01_02_kids-talking_happy.wav,happy
2944,data/training\Actor_11\11_02_02_01_dogs-sitting_happy.wav,happy
2945,data/training\Actor_11\11_02_02_01_kids-talking_happy.wav,happy
2946,data/training\Actor_11\11_02_02_02_dogs-sitting_happy.wav,happy
2947,data/training\Actor_11\11_02_02_02_kids-talking_happy.wav,happy
2948,data/training\Actor_12\03-02-03-01-01-01-12_happy.wav,happy
2949,data/training\Actor_12\03-02-03-01-01-02-12_happy.wav,happy
2950,data/training\Actor_12\03-02-03-01-02-01-12_happy.wav,happy
2951,data/training\Actor_12\03-02-03-01-02-02-12_happy.wav,happy
2952,data/training\Actor_12\03-02-03-02-01-01-12_happy.wav,happy
2953,data/training\Actor_12\03-02-03-02-01-02-12_happy.wav,happy
2954,data/training\Actor_12\03-02-03-02-02-01-12_happy.wav,happy
2955,data/training\Actor_12\03-02-03-02-02-02-12_happy.wav,happy
2956,data/training\Actor_12\12_01_01_01_dogs-sitting_happy.wav,happy
2957,data/training\Actor_12\12_01_01_01_kids-talking_happy.wav,happy
2958,data/training\Actor_12\12_01_01_02_dogs-sitting_happy.wav,happy
2959,data/training\Actor_12\12_01_01_02_kids-talking_happy.wav,happy
2960,data/training\Actor_12\12_01_02_01_dogs-sitting_happy.wav,happy
2961,data/training\Actor_12\12_01_02_01_kids-talking_happy.wav,happy
2962,data/training\Actor_12\12_01_02_02_dogs-sitting_happy.wav,happy
2963,data/training\Actor_12\12_01_02_02_kids-talking_happy.wav,happy
2964,data/training\Actor_12\12_02_01_01_dogs-sitting_happy.wav,happy
2965,data/training\Actor_12\12_02_01_01_kids-talking_happy.wav,happy
2966,data/training\Actor_12\12_02_01_02_dogs-sitting_happy.wav,happy
2967,data/training\Actor_12\12_02_01_02_kids-talking_happy.wav,happy
2968,data/training\Actor_12\12_02_02_01_dogs-sitting_happy.wav,happy
2969,data/training\Actor_12\12_02_02_01_kids-talking_happy.wav,happy
2970,data/training\Actor_12\12_02_02_02_dogs-sitting_happy.wav,happy
2971,data/training\Actor_12\12_02_02_02_kids-talking_happy.wav,happy
2972,data/training\Actor_13\03-02-03-01-01-01-13_happy.wav,happy
2973,data/training\Actor_13\03-02-03-01-01-02-13_happy.wav,happy
2974,data/training\Actor_13\03-02-03-01-02-01-13_happy.wav,happy
2975,data/training\Actor_13\03-02-03-01-02-02-13_happy.wav,happy
2976,data/training\Actor_13\03-02-03-02-01-01-13_happy.wav,happy
2977,data/training\Actor_13\03-02-03-02-01-02-13_happy.wav,happy
2978,data/training\Actor_13\03-02-03-02-02-01-13_happy.wav,happy
2979,data/training\Actor_13\03-02-03-02-02-02-13_happy.wav,happy
2980,data/training\Actor_13\13_01_01_01_dogs-sitting_happy.wav,happy
2981,data/training\Actor_13\13_01_01_01_kids-talking_happy.wav,happy
2982,data/training\Actor_13\13_01_01_02_dogs-sitting_happy.wav,happy
2983,data/training\Actor_13\13_01_01_02_kids-talking_happy.wav,happy
2984,data/training\Actor_13\13_01_02_01_dogs-sitting_happy.wav,happy
2985,data/training\Actor_13\13_01_02_01_kids-talking_happy.wav,happy
2986,data/training\Actor_13\13_01_02_02_dogs-sitting_happy.wav,happy
2987,data/training\Actor_13\13_01_02_02_kids-talking_happy.wav,happy
2988,data/training\Actor_13\13_02_01_01_dogs-sitting_happy.wav,happy
2989,data/training\Actor_13\13_02_01_01_kids-talking_happy.wav,happy
2990,data/training\Actor_13\13_02_01_02_dogs-sitting_happy.wav,happy
2991,data/training\Actor_13\13_02_01_02_kids-talking_happy.wav,happy
2992,data/training\Actor_13\13_02_02_01_dogs-sitting_happy.wav,happy
2993,data/training\Actor_13\13_02_02_01_kids-talking_happy.wav,happy
2994,data/training\Actor_13\13_02_02_02_dogs-sitting_happy.wav,happy
2995,data/training\Actor_13\13_02_02_02_kids-talking_happy.wav,happy
2996,data/training\Actor_14\03-02-03-01-01-01-14_happy.wav,happy
2997,data/training\Actor_14\03-02-03-01-01-02-14_happy.wav,happy
2998,data/training\Actor_14\03-02-03-01-02-01-14_happy.wav,happy
2999,data/training\Actor_14\03-02-03-01-02-02-14_happy.wav,happy
3000,data/training\Actor_14\03-02-03-02-01-01-14_happy.wav,happy
3001,data/training\Actor_14\03-02-03-02-01-02-14_happy.wav,happy
3002,data/training\Actor_14\03-02-03-02-02-01-14_happy.wav,happy
3003,data/training\Actor_14\03-02-03-02-02-02-14_happy.wav,happy
3004,data/training\Actor_14\14_02_01_01_dogs-sitting_happy.wav,happy
3005,data/training\Actor_14\14_02_01_01_kids-talking_happy.wav,happy
3006,data/training\Actor_14\14_02_01_02_dogs-sitting_happy.wav,happy
3007,data/training\Actor_14\14_02_01_02_kids-talking_happy.wav,happy
3008,data/training\Actor_14\14_02_02_01_dogs-sitting_happy.wav,happy
3009,data/training\Actor_14\14_02_02_01_kids-talking_happy.wav,happy
3010,data/training\Actor_14\14_02_02_02_dogs-sitting_happy.wav,happy
3011,data/training\Actor_14\14_02_02_02_kids-talking_happy.wav,happy
3012,data/training\Actor_15\03-02-03-01-01-01-15_happy.wav,happy
3013,data/training\Actor_15\03-02-03-01-01-02-15_happy.wav,happy
3014,data/training\Actor_15\03-02-03-01-02-01-15_happy.wav,happy
3015,data/training\Actor_15\03-02-03-01-02-02-15_happy.wav,happy
3016,data/training\Actor_15\03-02-03-02-01-01-15_happy.wav,happy
3017,data/training\Actor_15\03-02-03-02-01-02-15_happy.wav,happy
3018,data/training\Actor_15\03-02-03-02-02-01-15_happy.wav,happy
3019,data/training\Actor_15\03-02-03-02-02-02-15_happy.wav,happy
3020,data/training\Actor_15\15_02_01_01_dogs-sitting_happy.wav,happy
3021,data/training\Actor_15\15_02_01_01_kids-talking_happy.wav,happy
3022,data/training\Actor_15\15_02_01_02_dogs-sitting_happy.wav,happy
3023,data/training\Actor_15\15_02_01_02_kids-talking_happy.wav,happy
3024,data/training\Actor_15\15_02_02_01_dogs-sitting_happy.wav,happy
3025,data/training\Actor_15\15_02_02_01_kids-talking_happy.wav,happy
3026,data/training\Actor_15\15_02_02_02_dogs-sitting_happy.wav,happy
3027,data/training\Actor_15\15_02_02_02_kids-talking_happy.wav,happy
3028,data/training\Actor_16\03-02-03-01-01-01-16_happy.wav,happy
3029,data/training\Actor_16\03-02-03-01-01-02-16_happy.wav,happy
3030,data/training\Actor_16\03-02-03-01-02-01-16_happy.wav,happy
3031,data/training\Actor_16\03-02-03-01-02-02-16_happy.wav,happy
3032,data/training\Actor_16\03-02-03-02-01-01-16_happy.wav,happy
3033,data/training\Actor_16\03-02-03-02-01-02-16_happy.wav,happy
3034,data/training\Actor_16\03-02-03-02-02-01-16_happy.wav,happy
3035,data/training\Actor_16\03-02-03-02-02-02-16_happy.wav,happy
3036,data/training\Actor_16\16_02_01_01_dogs-sitting_happy.wav,happy
3037,data/training\Actor_16\16_02_01_01_kids-talking_happy.wav,happy
3038,data/training\Actor_16\16_02_01_02_dogs-sitting_happy.wav,happy
3039,data/training\Actor_16\16_02_01_02_kids-talking_happy.wav,happy
3040,data/training\Actor_16\16_02_02_01_dogs-sitting_happy.wav,happy
3041,data/training\Actor_16\16_02_02_01_kids-talking_happy.wav,happy
3042,data/training\Actor_16\16_02_02_02_dogs-sitting_happy.wav,happy
3043,data/training\Actor_16\16_02_02_02_kids-talking_happy.wav,happy
3044,data/training\Actor_17\03-02-03-01-01-01-17_happy.wav,happy
3045,data/training\Actor_17\03-02-03-01-01-02-17_happy.wav,happy
3046,data/training\Actor_17\03-02-03-01-02-01-17_happy.wav,happy
3047,data/training\Actor_17\03-02-03-01-02-02-17_happy.wav,happy
3048,data/training\Actor_17\03-02-03-02-01-01-17_happy.wav,happy
3049,data/training\Actor_17\03-02-03-02-01-02-17_happy.wav,happy
3050,data/training\Actor_17\03-02-03-02-02-01-17_happy.wav,happy
3051,data/training\Actor_17\03-02-03-02-02-02-17_happy.wav,happy
3052,data/training\Actor_17\17_02_01_01_dogs-sitting_happy.wav,happy
3053,data/training\Actor_17\17_02_01_01_kids-talking_happy.wav,happy
3054,data/training\Actor_17\17_02_01_02_dogs-sitting_happy.wav,happy
3055,data/training\Actor_17\17_02_01_02_kids-talking_happy.wav,happy
3056,data/training\Actor_17\17_02_02_01_dogs-sitting_happy.wav,happy
3057,data/training\Actor_17\17_02_02_01_kids-talking_happy.wav,happy
3058,data/training\Actor_17\17_02_02_02_dogs-sitting_happy.wav,happy
3059,data/training\Actor_17\17_02_02_02_kids-talking_happy.wav,happy
3060,data/training\Actor_18\18_01_01_01_dogs-sitting_happy.wav,happy
3061,data/training\Actor_18\18_01_01_01_kids-talking_happy.wav,happy
3062,data/training\Actor_18\18_01_01_02_dogs-sitting_happy.wav,happy
3063,data/training\Actor_18\18_01_01_02_kids-talking_happy.wav,happy
3064,data/training\Actor_18\18_01_02_01_dogs-sitting_happy.wav,happy
3065,data/training\Actor_18\18_01_02_01_kids-talking_happy.wav,happy
3066,data/training\Actor_18\18_01_02_02_dogs-sitting_happy.wav,happy
3067,data/training\Actor_18\18_01_02_02_kids-talking_happy.wav,happy
3068,data/training\Actor_19\03-02-03-01-01-01-19_happy.wav,happy
3069,data/training\Actor_19\03-02-03-01-01-02-19_happy.wav,happy
3070,data/training\Actor_19\03-02-03-01-02-01-19_happy.wav,happy
3071,data/training\Actor_19\03-02-03-01-02-02-19_happy.wav,happy
